name,salary_from,salary_to,salary_currency,area_name,published_at
Директор по ИТ,,,,Санкт-Петербург,2022-12-18T21:54:40+0300
Тестировщик программного обеспечения,60000,100000,RUR,Владимир,2022-12-18T21:20:15+0300
Инженер технической поддержки,60000,75000,RUR,Санкт-Петербург,2022-12-18T21:14:57+0300
Оператор токарных/фрезерных станков с ПУ,55000,,RUR,Саратов,2022-12-18T21:22:08+0300
Специалист технической поддержки,40000,50000,RUR,Владимир,2022-12-18T21:30:11+0300
Журналист-копирайтер,45000,,RUR,Санкт-Петербург,2022-12-18T21:14:57+0300
Специалист по кибербезопасности,,,,Москва,2022-12-18T21:57:51+0300
Инженер по техническому обслуживанию,70000,100000,RUR,Владимир,2022-12-18T21:19:45+0300
Оператор станков с ЧПУ токарная группа (Fanuc),100000,120000,RUR,Санкт-Петербург,2022-12-18T21:14:13+0300
Оператор станков с ЧПУ (Fanuc) фрезерная группа,100000,120000,RUR,Санкт-Петербург,2022-12-18T21:14:13+0300
Веб-программист (Angular),130000,180000,RUR,Владимир,2022-12-18T21:20:21+0300
Специалист службы технической поддержки / Диспетчер-логист,45000,50000,RUR,Санкт-Петербург,2022-12-18T21:40:37+0300
Оператор ЧПУ фрезерного станка,65000,,RUR,Ильинский (Раменский район),2022-12-18T21:47:47+0300
Фрезеровщик (ученик),55000,65000,RUR,Тверь,2022-12-18T21:14:02+0300
3д дизайнер малых форм сувениров,30000,50000,RUR,Киров (Кировская область),2022-12-18T21:38:34+0300
Веб-разработчик,80000,120000,RUR,Брянск,2022-12-18T21:46:41+0300
Младший системный администратор,40000,,RUR,Санкт-Петербург,2022-12-18T21:37:00+0300
Junior Product Manager,,,,Санкт-Петербург,2022-12-18T21:21:30+0300
Специалист IT отдела,40000,60000,RUR,Электросталь,2022-12-18T21:22:18+0300
АСУТП/Инженер технической поддержки/Наладчик кассового оборудования,,150000,RUR,Электросталь,2022-12-18T21:14:57+0300
Инженер-программист,60000,,RUR,Владимир,2022-12-18T21:20:05+0300
Python-developer в AntiDDoS,,,,Москва,2022-12-18T21:37:06+0300
Программист сервисов (C#),110000,160000,RUR,Владимир,2022-12-18T21:20:18+0300
Team lead в группу внедрения и сопровождения (Support lead),120000,,RUR,Ростов-на-Дону,2022-12-18T21:22:18+0300
Компьютерный мастер / Мастер по ремонту компьютеров,77000,99000,RUR,Зеленоград,2022-12-18T21:42:17+0300
Эрозионист/оператор эрозионного станка с ЧПУ,80000,120000,RUR,Санкт-Петербург,2022-12-18T21:25:53+0300
Инженер программист,,,,Воронеж,2022-12-18T21:09:44+0300
Embedded программист C/С++,,200000,RUR,Санкт-Петербург,2022-12-18T21:00:07+0300
Технический эксперт на пункт техосмотра,40000,,RUR,Краснодар,2022-12-18T21:20:22+0300
Менеджер проектов,80000,100000,RUR,Москва,2022-12-18T21:14:09+0300
Токарь/Фрезеровщик/Оператор станка с ЧПУ (Предприятие ОПК),60000,,RUR,Екатеринбург,2022-12-18T21:14:57+0300
Программист-разработчик C# (Удаленно),100000,,RUR,Москва,2022-12-18T21:57:09+0300
Инженер по контрольно-измерительным приборам и автоматике,,61200,RUR,Пенза,2022-12-18T21:50:37+0300
Программист PHP (Junior),20000,40000,RUR,Москва,2022-12-18T21:28:07+0300
Руководитель группы/лаборатории обучения с подкреплением,200000,,RUR,Москва,2022-12-18T21:40:12+0300
Аккаунт-менеджер в digital-агентство,70000,120000,RUR,Зеленоград,2022-12-18T21:25:53+0300
Помощник ГИПа,40000,70000,RUR,Санкт-Петербург,2022-12-18T21:06:09+0300
Инженер АСУТП,,,,Брянск,2022-12-18T21:44:49+0300
Специалист сервисной службы (Электромонтер),,50000,RUR,Кондоль,2022-12-18T21:49:54+0300
Маркетолог-аналитик,80000,,RUR,Екатеринбург,2022-12-18T21:37:35+0300
Разработчик в команду KPHP (R&D),,,,Санкт-Петербург,2022-12-18T21:23:06+0300
Фрезеровщик,55000,,RUR,Санкт-Петербург,2022-12-18T21:03:21+0300
IT-менеджер,120000,150000,RUR,Краснознаменск (Московская область),2022-12-18T21:14:09+0300
Инженер АСУТП,,,,Пенза,2022-12-18T21:50:07+0300
Программист 1С,180000,250000,RUR,Москва,2022-12-18T21:23:05+0300
Инженер АСУТП,,,,поселок Лев Толстой,2022-12-18T21:50:11+0300
Менеджер по работе с проектными организациями,100000,,RUR,Москва,2022-12-18T21:20:56+0300
Специалист по административной поддержке (автотранспортная группа),,,,Новосибирск,2022-12-18T21:57:42+0300
Инженер-программист (встраиваемое ПО),,140000,RUR,Владимир,2022-12-18T21:20:37+0300
Программист PHP (Junior),20000,40000,RUR,Самара,2022-12-18T21:29:03+0300
Программист PHP (Junior),20000,40000,RUR,Казань,2022-12-18T21:28:28+0300
Главный механик хлебозавода,50000,60000,RUR,Черноморский,2022-12-18T21:17:21+0300
Инженер ПТО с личной автомашиной,180000,,KZT,Астана,2022-12-18T21:19:21+0300
Инженер-механик (по ремонту оборудования),,61200,RUR,Пенза,2022-12-18T21:50:24+0300
Руководитель группы разработки библиотеки глубокого обучения,200000,,RUR,Москва,2022-12-18T21:19:00+0300
Токарь-фрезеровщик,45000,50000,RUR,Великий Новгород,2022-12-18T21:14:11+0300
Аналитик бизнес-процессов,,,,Москва,2022-12-18T21:41:44+0300
С++ программист игр (PC и консоли),100000,150000,RUR,Новосибирск,2022-12-18T21:38:41+0300
Senior Angular developer,4000,,USD,Минск,2022-12-18T21:35:22+0300
PHP-разработчик / Web программист,,,,Волгоград,2022-12-18T21:05:43+0300
Инженер-механик,,61200,RUR,Пенза,2022-12-18T21:50:33+0300
Токарь,65000,,RUR,Воронеж,2022-12-18T21:37:10+0300
Продакт-менеджер (Менеджер по продуктам),,,,Алматы,2022-12-18T21:28:33+0300
Оператор фрезерного ЧПУ по металлу,75000,90000,RUR,Екатеринбург,2022-12-18T21:54:56+0300
Senior .NET C# разработчик (удаленно),2500,4000,USD,Москва,2022-12-18T21:22:34+0300
Golang-developer в Payment Processing,,,,Москва,2022-12-18T21:37:18+0300
Senior iOS Developer,,,,Польша,2022-12-18T21:40:23+0300
Team lead data аналитик,,,,Москва,2022-12-18T21:42:08+0300
C++ программист игр (PC и консоли),1700,2500,USD,Армения,2022-12-18T21:34:02+0300
С++ программист (3D-движок),,,,Новосибирск,2022-12-18T21:35:54+0300
DevOps / Администратор Hadoop,,,,Москва,2022-12-18T21:42:44+0300
Technical Lead в платёжные системы,,,,Москва,2022-12-18T21:37:12+0300
Разработчик 1С,180000,200000,RUR,Москва,2022-12-18T21:14:11+0300
Токарь-расточник,,,,Воронеж,2022-12-18T21:37:06+0300
Ведущий инженер-программист 1С,110000,140000,RUR,Владимир,2022-12-18T21:20:43+0300
Senior system administrator (Linux),,,,Москва,2022-12-18T21:37:09+0300
"Product Manager Junior (СТМ, физические продукты)",70000,90000,RUR,Санкт-Петербург,2022-12-18T22:55:24+0300
Frontend-разработчик,100000,200000,RUR,Санкт-Петербург,2022-12-18T22:00:54+0300
Администратор проекта,,,,Москва,2022-12-18T22:12:11+0300
Технический писатель,,,,Санкт-Петербург,2022-12-18T22:16:59+0300
Проект-менеджер / Аккаунт-менеджер,,,,Ульяновск,2022-12-18T22:22:54+0300
"Аналитик в Отдел оплаты труда, аналитики и социальных льгот",,,,Санкт-Петербург,2022-12-18T22:37:37+0300
Главный инженер агропредприятия,,,,Псков,2022-12-18T22:07:25+0300
Руководитель проекта,65000,,RUR,Ростов-на-Дону,2022-12-18T22:59:58+0300
"Монтажник слаботочных систем (видеонаблюдение, ОПС, СКУД, СКС) (командировки по Черноземью)",80000,100000,RUR,Воронеж,2022-12-18T22:38:51+0300
Руководитель направления по развитию стратегических проектов,,,,Москва,2022-12-18T22:42:46+0300
